customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST1675,Male,0,Yes,Yes,24,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),41.68,1000.32,No
CUST1676,Female,0,No,Yes,27,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No internet service,Two year,No,Electronic check,24.88,671.76,No
CUST1677,Female,0,No,Yes,64,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,One year,No,Bank transfer (automatic),49.25,3152.0,No
CUST1678,Female,0,Yes,No,44,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,98.63,4339.72,No
CUST1679,Female,0,Yes,No,67,Yes,No phone service,No,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,95.24,6381.08,No
CUST1680,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,No,Credit card (automatic),40.88,245.28,No
CUST1681,Male,0,No,Yes,48,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.68,1904.64,No
CUST1682,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Mailed check,84.26,674.08,No
CUST1683,Female,1,No,No,35,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),65.81,2303.35,No
CUST1684,Male,0,No,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No,Yes,No,One year,No,Credit card (automatic),99.23,0.0,No
CUST1685,Female,1,No,Yes,9,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,No,Electronic check,22.41,201.69,Yes
CUST1686,Female,0,Yes,Yes,35,Yes,No,No,No internet service,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,81.04,2836.4,No
CUST1687,Male,0,No,Yes,72,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,93.07,6701.04,Yes
CUST1688,Male,0,No,Yes,45,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,119.34,5370.3,No
CUST1689,Female,0,No,No,31,Yes,No,No,No internet service,Yes,No internet service,No,No,Yes,One year,Yes,Mailed check,87.88,2724.28,Yes
CUST1690,Female,0,No,Yes,31,Yes,No phone service,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,43.18,1338.58,No
CUST1691,Female,0,No,Yes,5,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,30.82,154.1,Yes
CUST1692,Male,0,Yes,Yes,47,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.09,3952.23,No
CUST1693,Female,0,No,No,37,No,No phone service,DSL,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),72.32,2675.84,No
CUST1694,Female,0,No,No,16,Yes,No phone service,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,109.91,1758.56,No
CUST1695,Female,1,Yes,Yes,26,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),92.66,2409.16,Yes
CUST1696,Male,1,No,Yes,53,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,Two year,No,Credit card (automatic),70.97,3761.41,No
CUST1697,Female,1,Yes,Yes,49,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,60.36,2957.64,No
CUST1698,Female,0,No,No,34,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,60.44,2054.96,No
CUST1699,Male,0,Yes,No,24,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),42.63,1023.12,Yes
CUST1700,Female,0,Yes,No,27,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),21.73,586.71,No
CUST1701,Female,0,No,Yes,14,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),77.49,1084.86,No
CUST1702,Male,0,No,No,3,Yes,No,No,No internet service,No,Yes,No,Yes,No internet service,Two year,No,Mailed check,41.24,123.72,Yes
CUST1703,Female,0,No,Yes,72,Yes,No,No,No internet service,Yes,No,No internet service,No,No,One year,Yes,Electronic check,40.83,2939.76,Yes
CUST1704,Male,0,Yes,Yes,26,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),32.54,846.04,No
CUST1705,Male,0,Yes,Yes,25,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),38.96,974.0,No
CUST1706,Female,0,Yes,No,18,Yes,No,No,Yes,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,23.18,417.24,Yes
CUST1707,Female,0,No,Yes,16,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Two year,No,Mailed check,87.42,1398.72,No
CUST1708,Female,0,Yes,No,42,Yes,No,No,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),60.14,2525.88,Yes
CUST1709,Female,1,Yes,No,40,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,76.15,3046.0,No
CUST1710,Male,0,No,Yes,41,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),83.7,3431.7,No
CUST1711,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,One year,No,Bank transfer (automatic),117.25,5745.25,No
CUST1712,Male,0,Yes,No,39,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,One year,No,Electronic check,26.83,1046.37,No
CUST1713,Female,0,No,Yes,38,Yes,No,No,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),61.79,2348.02,No
CUST1714,Female,0,Yes,No,22,Yes,Yes,No,No,No,No internet service,No,Yes,No,One year,No,Electronic check,44.59,980.98,No
CUST1715,Female,0,No,Yes,51,Yes,Yes,No,No,Yes,No,Yes,Yes,No internet service,Two year,No,Electronic check,67.67,3451.17,Yes
CUST1716,Male,0,No,No,46,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),112.05,5154.3,No
CUST1717,Female,0,No,No,62,Yes,No phone service,No,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,92.4,5728.8,No
CUST1718,Female,0,No,No,68,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,86.19,5860.92,No
CUST1719,Female,0,No,No,42,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),64.12,2693.04,No
CUST1720,Female,1,Yes,Yes,47,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,One year,Yes,Mailed check,87.11,4094.17,Yes
CUST1721,Male,0,Yes,Yes,33,Yes,No phone service,DSL,No internet service,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),23.24,766.92,No
CUST1722,Female,0,No,No,39,Yes,No,No,Yes,No,No internet service,Yes,No,No internet service,Two year,No,Bank transfer (automatic),78.62,3066.18,Yes
CUST1723,Male,1,No,No,60,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,75.38,4522.8,No
CUST1724,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,54.66,2678.34,No
CUST1725,Male,0,No,Yes,66,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,Yes,Mailed check,40.15,2649.9,No
CUST1726,Male,0,No,Yes,61,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,100.76,6146.36,No
CUST1727,Male,0,No,Yes,57,No,No phone service,No,Yes,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.39,1447.23,No
CUST1728,Male,1,Yes,Yes,32,Yes,No,No,Yes,No,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),26.97,863.04,Yes
CUST1729,Female,0,Yes,Yes,15,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,One year,No,Mailed check,64.05,960.75,No
CUST1730,Male,1,No,No,47,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),45.26,2127.22,No
CUST1731,Male,0,No,Yes,9,Yes,No phone service,No,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),94.55,850.95,No
CUST1732,Male,0,Yes,Yes,37,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),83.42,3086.54,Yes
CUST1733,Female,0,Yes,No,18,Yes,No,DSL,No,No,No internet service,No,No internet service,No,One year,No,Mailed check,97.25,1750.5,No
CUST1734,Female,0,No,Yes,35,Yes,Yes,No,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,52.47,1836.45,No
CUST1735,Male,0,No,Yes,58,Yes,No phone service,No,No,No,No,Yes,No,No internet service,Two year,No,Electronic check,94.05,5454.9,No
CUST1736,Female,1,Yes,Yes,62,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No internet service,One year,Yes,Credit card (automatic),106.23,6586.26,Yes
CUST1737,Male,0,Yes,Yes,45,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Two year,No,Bank transfer (automatic),54.53,2453.85,No
CUST1738,Male,1,Yes,Yes,2,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,53.99,107.98,Yes
CUST1739,Female,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,110.0,7040.0,No
CUST1740,Male,1,Yes,Yes,7,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),24.98,174.86,Yes
CUST1741,Female,0,No,No,50,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),55.02,2751.0,No
CUST1742,Female,0,Yes,No,72,Yes,No,No,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),31.87,2294.64,No
CUST1743,Male,1,Yes,Yes,5,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.9,114.5,No
CUST1744,Male,0,Yes,No,38,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.29,1189.02,No
CUST1745,Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,63.12,3724.08,No
CUST1746,Male,0,No,No,27,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,88.7,2394.9,No
CUST1747,Male,0,No,No,53,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),48.93,2593.29,No
CUST1748,Male,1,Yes,Yes,36,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,104.97,3778.92,Yes
CUST1749,Female,0,No,Yes,8,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.76,510.08,No
CUST1750,Female,0,Yes,Yes,55,No,Yes,No,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,No,Electronic check,116.82,6425.1,No
CUST1751,Male,0,Yes,Yes,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),115.42,6694.36,Yes
CUST1752,Female,0,Yes,Yes,1,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.33,97.33,Yes
CUST1753,Female,0,Yes,No,60,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.24,6794.4,No
CUST1754,Female,0,No,No,57,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,90.71,5170.47,Yes
CUST1755,Female,0,Yes,No,59,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),109.56,6464.04,No
CUST1756,Female,0,Yes,No,39,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),43.65,1702.35,No
CUST1757,Male,0,No,No,35,No,No,DSL,No,No,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),54.54,1908.9,No
CUST1758,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,One year,No,Mailed check,95.29,3430.44,Yes
CUST1759,Male,0,Yes,No,17,Yes,Yes,No,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,62.46,1061.82,No
CUST1760,Female,0,Yes,Yes,62,Yes,Yes,No,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),103.73,6431.26,No
CUST1761,Female,0,No,Yes,21,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),107.76,2262.96,No
CUST1762,Male,0,Yes,No,10,Yes,No phone service,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,49.97,499.7,Yes
CUST1763,Female,0,No,No,57,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,No,Bank transfer (automatic),102.35,5833.95,No
CUST1764,Male,0,Yes,Yes,56,Yes,No,No,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,35.43,1984.08,No
CUST1765,Male,0,Yes,Yes,3,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,53.42,160.26,No
CUST1766,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,71.8,430.8,No
CUST1767,Female,0,Yes,Yes,60,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),42.64,2558.4,Yes
CUST1768,Female,0,Yes,No,53,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),77.93,4130.29,No
CUST1769,Male,0,No,Yes,67,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),77.87,5217.29,No
CUST1770,Male,0,No,No,0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),40.69,0.0,No
CUST1771,Male,1,No,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.56,5376.24,No
CUST1772,Male,0,No,No,2,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.16,166.32,No
CUST1773,Female,0,No,Yes,37,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,51.78,1915.86,No
CUST1774,Female,0,Yes,Yes,0,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,43.22,0.0,Yes
CUST1775,Male,0,No,No,37,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No,Two year,No,Bank transfer (automatic),107.88,3991.56,No
CUST1776,Male,0,Yes,No,28,Yes,No phone service,No,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,103.57,2899.96,No
CUST1777,Female,1,Yes,No,4,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,42.98,171.92,No
CUST1778,Female,0,Yes,Yes,20,No,No,No,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),23.56,471.2,No
CUST1779,Male,0,No,No,70,Yes,No,DSL,No,No,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,100.45,7031.5,No
CUST1780,Male,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,Yes,Two year,Yes,Mailed check,81.55,5382.3,Yes
CUST1781,Male,0,Yes,No,46,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,30.09,1384.14,No
CUST1782,Female,0,No,No,34,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,No,Mailed check,78.74,2677.16,No
CUST1783,Female,0,No,No,67,Yes,Yes,No,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,65.22,4369.74,No
CUST1784,Female,0,No,Yes,68,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),97.46,6627.28,No
CUST1785,Male,0,No,Yes,0,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.91,0.0,No
CUST1786,Male,0,Yes,No,67,Yes,No phone service,DSL,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Electronic check,65.32,4376.44,No
CUST1787,Female,0,Yes,Yes,11,Yes,No phone service,No,Yes,No,No,No internet service,Yes,No internet service,One year,No,Electronic check,35.62,391.82,No
CUST1788,Female,0,No,No,59,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Two year,No,Electronic check,115.75,6829.25,Yes
CUST1789,Male,0,Yes,Yes,26,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),97.87,2544.62,No
CUST1790,Female,0,No,Yes,55,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),93.67,5151.85,No
CUST1791,Female,0,No,Yes,22,Yes,No phone service,No,Yes,No internet service,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),89.02,1958.44,No
CUST1792,Male,0,Yes,No,24,No,No,DSL,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.33,1495.92,No
CUST1793,Female,0,Yes,Yes,20,Yes,No phone service,No,No internet service,No,No,Yes,No,No,Month-to-month,No,Mailed check,112.33,2246.6,No
CUST1794,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,27.29,1637.4,No
CUST1795,Male,0,No,No,62,Yes,No,DSL,No,No internet service,No,No internet service,No,No internet service,One year,Yes,Electronic check,100.33,6220.46,Yes
CUST1796,Male,0,Yes,No,51,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,41.52,2117.52,Yes
CUST1797,Male,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),52.4,1257.6,No
CUST1798,Male,0,Yes,No,54,Yes,No,DSL,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),71.94,3884.76,No
CUST1799,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,98.27,4422.15,No
CUST1800,Male,0,No,Yes,31,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),103.85,3219.35,No
CUST1801,Female,1,No,Yes,54,Yes,No,No,No,Yes,No,No internet service,Yes,No,Two year,Yes,Electronic check,78.37,4231.98,No
CUST1802,Male,0,No,Yes,4,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,60.3,241.2,No
CUST1803,Male,0,No,Yes,35,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),114.65,4012.75,No
CUST1804,Female,0,No,No,48,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),44.65,2143.2,Yes
CUST1805,Female,1,No,Yes,57,No,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,100.31,5717.67,No
CUST1806,Female,0,No,Yes,38,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),81.2,3085.6,No
CUST1807,Male,0,No,Yes,60,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),57.69,3461.4,No
CUST1808,Female,0,Yes,No,8,Yes,No phone service,No,Yes,No,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),20.14,161.12,No
CUST1809,Male,0,No,No,5,No,No,No,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),64.66,323.3,Yes
CUST1810,Male,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,47.67,1620.78,No
CUST1811,Male,1,Yes,No,38,Yes,No phone service,No,No,Yes,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),30.43,1156.34,No
CUST1812,Male,0,No,No,21,Yes,No,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),27.52,577.92,No
CUST1813,Female,0,Yes,No,40,Yes,Yes,No,No internet service,No,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),54.76,2190.4,No
CUST1814,Female,0,Yes,No,4,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),81.48,325.92,No
CUST1815,Male,0,No,No,41,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),103.75,4253.75,No
CUST1816,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,38.36,2531.76,No
CUST1817,Male,0,No,No,29,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,62.46,1811.34,No
CUST1818,Female,0,Yes,Yes,56,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,59.2,3315.2,No
CUST1819,Male,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No,Two year,No,Mailed check,71.34,5136.48,No
CUST1820,Male,0,Yes,No,28,Yes,No,DSL,No internet service,No,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),100.96,2826.88,No
CUST1821,Female,0,No,Yes,36,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,75.36,2712.96,Yes
CUST1822,Female,1,No,Yes,12,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),104.67,1256.04,No
CUST1823,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),71.86,2227.66,No
CUST1824,Female,1,Yes,Yes,45,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Two year,No,Electronic check,80.38,3617.1,No
CUST1825,Female,0,No,No,22,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,63.74,1402.28,No
CUST1826,Male,0,No,No,44,Yes,Yes,No,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),102.31,4501.64,No
CUST1827,Female,0,Yes,No,16,Yes,No,No,Yes,No,No,No internet service,Yes,No,Two year,Yes,Credit card (automatic),112.38,1798.08,Yes
CUST1828,Male,0,Yes,Yes,65,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.91,5454.15,No
CUST1829,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),102.08,510.4,No
CUST1830,Male,0,No,Yes,17,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),25.9,440.3,No
CUST1831,Male,0,No,Yes,21,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),110.61,2322.81,No
CUST1832,Male,0,No,No,32,Yes,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),38.89,1244.48,No
CUST1833,Female,1,No,No,29,Yes,No,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,45.65,1323.85,No
CUST1834,Male,1,Yes,Yes,31,Yes,No,No,No,Yes,No,Yes,No,No internet service,One year,Yes,Electronic check,25.33,785.23,No
CUST1835,Female,0,No,No,41,Yes,No phone service,No,Yes,Yes,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),116.54,4778.14,No
CUST1836,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),105.2,946.8,Yes
CUST1837,Male,0,No,Yes,35,No,Yes,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),111.32,3896.2,No
CUST1838,Female,0,Yes,No,33,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),104.72,3455.76,No
CUST1839,Male,0,No,Yes,72,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),67.95,4892.4,Yes
CUST1840,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),112.41,3035.07,No
CUST1841,Female,0,Yes,Yes,10,Yes,No,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,116.95,1169.5,No
CUST1842,Male,1,Yes,No,38,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,70.26,2669.88,No
CUST1843,Male,0,No,No,46,Yes,Yes,No,No internet service,No,Yes,No,No internet service,No,Two year,Yes,Mailed check,37.56,1727.76,Yes
CUST1844,Male,0,No,Yes,18,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,One year,No,Mailed check,85.86,1545.48,No
CUST1845,Male,0,No,Yes,14,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),117.54,1645.56,No
CUST1846,Female,0,No,Yes,27,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,107.21,2894.67,Yes
CUST1847,Female,0,No,Yes,23,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),106.18,2442.14,No
CUST1848,Male,1,Yes,No,71,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),113.38,8049.98,Yes
